File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF782UJX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR549TXG	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0001515	thoracic aorta	tissue	Homo sapiens										CTCF-human	DNA						2019-09-11	ENCODE		sonication (generic)	200-600	1	1_1							/files/ENCFF875XVX/, /files/ENCFF356LFX/, /files/ENCFF222VGM/, /files/ENCFF920KZO/	545362	ENCODE Processing Pipeline	354e5c24d4c36311dcd49cfd2e9abc98		https://www.encodeproject.org/files/ENCFF782UJX/@@download/ENCFF782UJX.bed.gz				released	s3://encode-public/2020/09/23/66d786a0-8d55-4139-a99f-b1c84922e578/ENCFF782UJX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/23/66d786a0-8d55-4139-a99f-b1c84922e578/ENCFF782UJX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF255TVO	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DKN	TF ChIP-seq	/human-donors/ENCDO000ACT/	EFO:0002782	H54	cell line	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF278EKO/	1571419	ENCODE Processing Pipeline	830b8e250b8e696baf401c8012ef1f9d		https://www.encodeproject.org/files/ENCFF255TVO/@@download/ENCFF255TVO.bigBed				released	s3://encode-public/2020/09/26/368c6fef-a9d5-498c-b95f-d59dc4fac846/ENCFF255TVO.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/368c6fef-a9d5-498c-b95f-d59dc4fac846/ENCFF255TVO.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, low read length, moderate library complexity		
ENCFF278EKO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DKN	TF ChIP-seq	/human-donors/ENCDO000ACT/	EFO:0002782	H54	cell line	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF949ZHJ/, /files/ENCFF952LHA/, /files/ENCFF356LFX/, /files/ENCFF790XTR/	860161	ENCODE Processing Pipeline	aa0e3a1bdfca84654c4a2cc14e544ded		https://www.encodeproject.org/files/ENCFF278EKO/@@download/ENCFF278EKO.bed.gz				released	s3://encode-public/2020/09/26/43656f27-648b-47d5-81c9-01af78516043/ENCFF278EKO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/43656f27-648b-47d5-81c9-01af78516043/ENCFF278EKO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, low read length, moderate library complexity		
ENCFF416MLC	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DKN	TF ChIP-seq	/human-donors/ENCDO000ACT/	EFO:0002782	H54	cell line	Homo sapiens										CTCF-human	DNA						2011-03-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF952LHA/, /files/ENCFF949ZHJ/, /files/ENCFF790XTR/	805688148	ENCODE Processing Pipeline	21d622e27d718a8f36d8fef8c7fdfd6a		https://www.encodeproject.org/files/ENCFF416MLC/@@download/ENCFF416MLC.bigWig				released	s3://encode-public/2020/09/26/eae98e98-3f90-4b30-92fc-2d236c11194a/ENCFF416MLC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/eae98e98-3f90-4b30-92fc-2d236c11194a/ENCFF416MLC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, low read length, moderate library complexity		
ENCFF426FCU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR175FLL	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0001621	coronary artery	tissue	Homo sapiens										CTCF-human	DNA						2017-01-30	ENCODE			450-650	1	1_1							/files/ENCFF356LFX/, /files/ENCFF810CCC/, /files/ENCFF802ICK/	586664	ENCODE Processing Pipeline	5ad9d6d7d70e69f3e42cdba459a162f7		https://www.encodeproject.org/files/ENCFF426FCU/@@download/ENCFF426FCU.bed.gz				released	s3://encode-public/2020/09/01/85873c38-13b9-439f-aaee-29dc9561725a/ENCFF426FCU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/85873c38-13b9-439f-aaee-29dc9561725a/ENCFF426FCU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption, low read depth, moderate library complexity	severe bottlenecking	
ENCFF483TFF	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR175FLL	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0001621	coronary artery	tissue	Homo sapiens										CTCF-human	DNA						2017-01-30	ENCODE			450-650	1	1_1							/files/ENCFF426FCU/	1063246	ENCODE Processing Pipeline	d0fe682bcf20a4613eb3c00481a14e10		https://www.encodeproject.org/files/ENCFF483TFF/@@download/ENCFF483TFF.bigBed				released	s3://encode-public/2020/09/01/903e45c8-c120-4476-8e07-afd442bb20d7/ENCFF483TFF.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/903e45c8-c120-4476-8e07-afd442bb20d7/ENCFF483TFF.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption, low read depth, moderate library complexity	severe bottlenecking	
ENCFF428ROS	bigWig	bigWig		signal p-value	GRCh38	ENCSR175FLL	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0001621	coronary artery	tissue	Homo sapiens										CTCF-human	DNA						2017-01-30	ENCODE			450-650	1	1_1							/files/ENCFF810CCC/, /files/ENCFF802ICK/	894240204	ENCODE Processing Pipeline	c64eba626e382fa83aee2290a810787c		https://www.encodeproject.org/files/ENCFF428ROS/@@download/ENCFF428ROS.bigWig				released	s3://encode-public/2020/09/01/c5c67a81-b377-4491-94b1-3a22cf12659c/ENCFF428ROS.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/c5c67a81-b377-4491-94b1-3a22cf12659c/ENCFF428ROS.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption, low read depth, moderate library complexity	severe bottlenecking	
ENCFF740QRQ	bigWig	bigWig		signal p-value	GRCh38	ENCSR966OUM	TF ChIP-seq	/human-donors/ENCDO222AAA/	UBERON:0001285	nephron	organoid	Homo sapiens										CTCF-human	DNA						2021-04-13	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF920FUX/, /files/ENCFF715EXU/	905592356	ENCODE Processing Pipeline	2abf170115bc98f78e406e08e184611b		https://www.encodeproject.org/files/ENCFF740QRQ/@@download/ENCFF740QRQ.bigWig				released	s3://encode-public/2020/07/09/525cbcd3-55f1-4313-91df-d929c674b8cd/ENCFF740QRQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/07/09/525cbcd3-55f1-4313-91df-d929c674b8cd/ENCFF740QRQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	antibody characterized with exemption	unreplicated experiment	
ENCFF944MMM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR966OUM	TF ChIP-seq	/human-donors/ENCDO222AAA/	UBERON:0001285	nephron	organoid	Homo sapiens										CTCF-human	DNA						2021-04-13	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF715EXU/, /files/ENCFF920FUX/, /files/ENCFF356LFX/	823595	ENCODE Processing Pipeline	3447d553d8d41536bf09fad809760270		https://www.encodeproject.org/files/ENCFF944MMM/@@download/ENCFF944MMM.bed.gz				released	s3://encode-public/2020/07/09/f7e139d3-b1f1-4435-b365-6f226de2b508/ENCFF944MMM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/07/09/f7e139d3-b1f1-4435-b365-6f226de2b508/ENCFF944MMM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	antibody characterized with exemption	unreplicated experiment	
ENCFF589HXU	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR966OUM	TF ChIP-seq	/human-donors/ENCDO222AAA/	UBERON:0001285	nephron	organoid	Homo sapiens										CTCF-human	DNA						2021-04-13	ENCODE		sonication (generic)	200-600	1	1_1, 1_2							/files/ENCFF944MMM/	1677103	ENCODE Processing Pipeline	3ae8a5072023f8865df1837c6f55c783		https://www.encodeproject.org/files/ENCFF589HXU/@@download/ENCFF589HXU.bigBed				released	s3://encode-public/2020/07/09/29099e20-a6a8-4006-bd88-20c5790b61d8/ENCFF589HXU.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/07/09/29099e20-a6a8-4006-bd88-20c5790b61d8/ENCFF589HXU.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.0 GRCh38	released	antibody characterized with exemption	unreplicated experiment	
ENCFF348BUL	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIE	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										CTCF-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF199YFA/	1675738	ENCODE Processing Pipeline	f263fc4e4ecdba4982eabbcc26ae98a9		https://www.encodeproject.org/files/ENCFF348BUL/@@download/ENCFF348BUL.bigBed				released	s3://encode-public/2020/09/26/ef70deb0-f045-40ee-9656-fb2af58eb7e7/ENCFF348BUL.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/ef70deb0-f045-40ee-9656-fb2af58eb7e7/ENCFF348BUL.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth, moderate library complexity		
ENCFF582JVP	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BIE	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										CTCF-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF012FMD/, /files/ENCFF285GKD/, /files/ENCFF459YUC/, /files/ENCFF487UUI/	932932261	ENCODE Processing Pipeline	66861960a1fdf87fe095f881a09d1118		https://www.encodeproject.org/files/ENCFF582JVP/@@download/ENCFF582JVP.bigWig				released	s3://encode-public/2020/09/26/f7dc2937-6117-4e07-b1b0-8eba06178408/ENCFF582JVP.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/f7dc2937-6117-4e07-b1b0-8eba06178408/ENCFF582JVP.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth, moderate library complexity		
ENCFF199YFA	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BIE	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										CTCF-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF285GKD/, /files/ENCFF356LFX/, /files/ENCFF012FMD/, /files/ENCFF459YUC/, /files/ENCFF487UUI/	946275	ENCODE Processing Pipeline	3a4589a414707f76a988b02192384acc		https://www.encodeproject.org/files/ENCFF199YFA/@@download/ENCFF199YFA.bed.gz				released	s3://encode-public/2020/09/26/99a1b52b-504c-40f6-8d3e-e04634deb7c3/ENCFF199YFA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/99a1b52b-504c-40f6-8d3e-e04634deb7c3/ENCFF199YFA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth, moderate library complexity		
ENCFF152FJU	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AOA	TF ChIP-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF842IEZ/, /files/ENCFF017QCL/, /files/ENCFF586MXO/, /files/ENCFF898VGF/	1189244467	ENCODE Processing Pipeline	9009f05b242e752a77cd8ff03e637943		https://www.encodeproject.org/files/ENCFF152FJU/@@download/ENCFF152FJU.bigWig				released	s3://encode-public/2020/09/26/74280570-32da-4652-aebb-35fa71bb4f3b/ENCFF152FJU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/74280570-32da-4652-aebb-35fa71bb4f3b/ENCFF152FJU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth, low read length		
ENCFF111RWV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AOA	TF ChIP-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF842IEZ/, /files/ENCFF586MXO/, /files/ENCFF017QCL/, /files/ENCFF898VGF/, /files/ENCFF356LFX/	773864	ENCODE Processing Pipeline	413d24c4a313da4d29cd8f1f19836912		https://www.encodeproject.org/files/ENCFF111RWV/@@download/ENCFF111RWV.bed.gz				released	s3://encode-public/2020/09/26/a5f44030-2fe0-425f-92ad-a337aefafb8a/ENCFF111RWV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/a5f44030-2fe0-425f-92ad-a337aefafb8a/ENCFF111RWV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth, low read length		
ENCFF255ASZ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AOA	TF ChIP-seq	/human-donors/ENCDO000AAB/	EFO:0002791	HeLa-S3	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF111RWV/	1288861	ENCODE Processing Pipeline	a9466af1a8d283604ae517a8217ee71c		https://www.encodeproject.org/files/ENCFF255ASZ/@@download/ENCFF255ASZ.bigBed				released	s3://encode-public/2020/09/26/dd8260bd-23e6-4740-87da-495270544b41/ENCFF255ASZ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/dd8260bd-23e6-4740-87da-495270544b41/ENCFF255ASZ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth, low read length		
ENCFF447IHY	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BSE	TF ChIP-seq	/human-donors/ENCDO000ABE/	EFO:0002824	HCT116	cell line	Homo sapiens										CTCF-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF411OOS/, /files/ENCFF943ATG/, /files/ENCFF790YEB/, /files/ENCFF797ZNJ/	745812891	ENCODE Processing Pipeline	b7f2712764a88e7abed5be44eb0c19df		https://www.encodeproject.org/files/ENCFF447IHY/@@download/ENCFF447IHY.bigWig				released	s3://encode-public/2020/09/26/f2d9df15-0f6c-45bb-9467-3942ef6a337a/ENCFF447IHY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/f2d9df15-0f6c-45bb-9467-3942ef6a337a/ENCFF447IHY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth, borderline replicate concordance	insufficient read depth	
ENCFF273SBR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BSE	TF ChIP-seq	/human-donors/ENCDO000ABE/	EFO:0002824	HCT116	cell line	Homo sapiens										CTCF-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF411OOS/, /files/ENCFF943ATG/, /files/ENCFF790YEB/, /files/ENCFF356LFX/, /files/ENCFF797ZNJ/	617723	ENCODE Processing Pipeline	8633260b067f9bae11e555ce34ec68a4		https://www.encodeproject.org/files/ENCFF273SBR/@@download/ENCFF273SBR.bed.gz				released	s3://encode-public/2020/09/26/5877c195-0503-4c1e-8721-490e8f62f84d/ENCFF273SBR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/5877c195-0503-4c1e-8721-490e8f62f84d/ENCFF273SBR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth, borderline replicate concordance	insufficient read depth	
ENCFF373YMA	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BSE	TF ChIP-seq	/human-donors/ENCDO000ABE/	EFO:0002824	HCT116	cell line	Homo sapiens										CTCF-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF273SBR/	1099710	ENCODE Processing Pipeline	b44b4f3cb41e13be47d8598ddc5e6c52		https://www.encodeproject.org/files/ENCFF373YMA/@@download/ENCFF373YMA.bigBed				released	s3://encode-public/2020/09/26/ae21e712-06c9-4903-bc11-45e2c60793eb/ENCFF373YMA.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/ae21e712-06c9-4903-bc11-45e2c60793eb/ENCFF373YMA.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth, borderline replicate concordance	insufficient read depth	
ENCFF473MFT	bigWig	bigWig		signal p-value	GRCh38	ENCSR957UPE	TF ChIP-seq	/human-donors/ENCDO830KFO/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF231WJS/, /files/ENCFF700MUH/	846871299	ENCODE Processing Pipeline	4510f7da923060ecc5b7bf78257c1f0b		https://www.encodeproject.org/files/ENCFF473MFT/@@download/ENCFF473MFT.bigWig				released	s3://encode-public/2021/06/23/d3673960-a270-4ebb-868c-010079ef73c5/ENCFF473MFT.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/06/23/d3673960-a270-4ebb-868c-010079ef73c5/ENCFF473MFT.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF979MUN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR957UPE	TF ChIP-seq	/human-donors/ENCDO830KFO/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF231WJS/, /files/ENCFF356LFX/, /files/ENCFF700MUH/	646020	ENCODE Processing Pipeline	34b86ef54141639368b2fae2b9e09bd0		https://www.encodeproject.org/files/ENCFF979MUN/@@download/ENCFF979MUN.bed.gz				released	s3://encode-public/2021/06/23/caa1bf4e-1600-4843-ae0a-d86c3d5dd8a5/ENCFF979MUN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/06/23/caa1bf4e-1600-4843-ae0a-d86c3d5dd8a5/ENCFF979MUN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF457ZGY	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR957UPE	TF ChIP-seq	/human-donors/ENCDO830KFO/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF979MUN/	1131821	ENCODE Processing Pipeline	aaa65e00fc46879213f42dd5dfb02c1e		https://www.encodeproject.org/files/ENCFF457ZGY/@@download/ENCFF457ZGY.bigBed				released	s3://encode-public/2021/06/23/e4dcad66-1016-42de-87ee-53fa34e7f11e/ENCFF457ZGY.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/06/23/e4dcad66-1016-42de-87ee-53fa34e7f11e/ENCFF457ZGY.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF516DOX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR967BSF	TF ChIP-seq	/human-donors/ENCDO575WHY/	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2, 1_3							/files/ENCFF357YPL/, /files/ENCFF356LFX/, /files/ENCFF041GWX/	389643	ENCODE Processing Pipeline	1146ae6f97fcc8a730be23ff07ab9b3c		https://www.encodeproject.org/files/ENCFF516DOX/@@download/ENCFF516DOX.bed.gz				released	s3://encode-public/2021/04/12/328a5f61-300f-4a50-8ae7-bd350cbe0828/ENCFF516DOX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/04/12/328a5f61-300f-4a50-8ae7-bd350cbe0828/ENCFF516DOX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF175VBV	bigWig	bigWig		signal p-value	GRCh38	ENCSR967BSF	TF ChIP-seq	/human-donors/ENCDO575WHY/	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2, 1_3							/files/ENCFF357YPL/, /files/ENCFF041GWX/	1267794311	ENCODE Processing Pipeline	11d5cb3b95cbe2c92cffdf0ca0037fe2		https://www.encodeproject.org/files/ENCFF175VBV/@@download/ENCFF175VBV.bigWig				released	s3://encode-public/2021/04/12/bc399669-1e9d-4e05-af18-5d1c958b0101/ENCFF175VBV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/04/12/bc399669-1e9d-4e05-af18-5d1c958b0101/ENCFF175VBV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF121QGK	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR967BSF	TF ChIP-seq	/human-donors/ENCDO575WHY/	UBERON:0002106	spleen	tissue	Homo sapiens										CTCF-human	DNA						2021-07-23	ENCODE			200-600	1	1_1, 1_2, 1_3							/files/ENCFF516DOX/	687201	ENCODE Processing Pipeline	397e3e1e6764abd4e598597620ede4ee		https://www.encodeproject.org/files/ENCFF121QGK/@@download/ENCFF121QGK.bigBed				released	s3://encode-public/2021/04/12/44cf02f6-1585-42c7-8d58-44e829ec051b/ENCFF121QGK.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/04/12/44cf02f6-1585-42c7-8d58-44e829ec051b/ENCFF121QGK.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF506FKC	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000AUV	TF ChIP-seq	/human-donors/ENCDO115AAA/	CL:0000236	B cell	primary cell	Homo sapiens										CTCF-human	DNA						2012-08-06	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF919YTB/	1695424	ENCODE Processing Pipeline	4e32a70515711c91719bc3e4ab4f662e		https://www.encodeproject.org/files/ENCFF506FKC/@@download/ENCFF506FKC.bigBed				released	s3://encode-public/2020/10/20/2060f38a-0785-49d3-a155-ebd57b64f682/ENCFF506FKC.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/20/2060f38a-0785-49d3-a155-ebd57b64f682/ENCFF506FKC.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity, low read depth, low read length		missing control alignments
